Jan Látka;ČSSD;A;Domažlice;Zákoník práce;2015-12-17;3801
Jan Látka;ČSSD;A;Domažlice;Zákon o rozhlasových a televizních poplatcích;2015-02-26;3671
Jan Látka;ČSSD;A;Domažlice;Zákoník práce - senátní návrh;2014-12-17;3646
Jan Látka;ČSSD;A;Domažlice;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Jan Látka;ČSSD;A;Domažlice;Novela zákona o církvích - senátní návrh;2014-08-26;3571
Jan Látka;ČSSD;A;Domažlice;Zákon o provozu na pozemních komunikacích - senátní návrh;2014-01-29;3463
Jan Látka;ČSSD;A;Domažlice;Zákon o prodejní době;2013-02-28;3295
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o volbách do PČR;2018-03-07;4234
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Návrh zákona, kterým se mění zákon č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některý zákonů (energetický zákon);2018-02-20;4228
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o volbách do P ČR;2017-10-12;4198
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o odpovědnosti způsobenou při výkonu veřejné moci;2016-04-19;3879
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o místním referendu - senátní návrh;2016-03-02;3842
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o elektronických komunikacích;2016-02-09;3825
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o veřejných kulturních institucích;2016-01-11;3812
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Jiří Šesták;za STAN/HOPB;A;České Budějovice;Zákon o volbách - senátní návrh;2014-05-29;3537
Tomáš Grulich;ODS;N;Praha 12;Zákon o státním občanství České republiky;2018-07-13;4301
Tomáš Grulich;ODS;N;Praha 12;Zákon o silničním provozu;2018-04-05;4250
Tomáš Grulich;ODS;N;Praha 12;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Tomáš Grulich;ODS;N;Praha 12;Zákon o Národním parku Šumava - senátní návrh;2014-03-19;3491
Eva Syková;za ČSSD;A;Praha 4;Zákon o volbách do P ČR;2017-10-12;4198
Eva Syková;za ČSSD;A;Praha 4;Novela zákona o léčivech - senátní návrh;2017-08-15;4180
Eva Syková;za ČSSD;A;Praha 4;Novela zákona o evidenci tržeb - senátní návrh;2017-08-15;4179
Eva Syková;za ČSSD;A;Praha 4;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Eva Syková;za ČSSD;A;Praha 4;Zákoník práce;2015-12-17;3801
Eva Syková;za ČSSD;A;Praha 4;Zákoník práce - senátní návrh;2014-12-17;3646
Eva Syková;za ČSSD;A;Praha 4;Novela zákona o církvích - senátní návrh;2014-08-26;3571
Eva Syková;za ČSSD;A;Praha 4;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Eva Syková;za ČSSD;A;Praha 4;Novela zákona o místních poplatcích - senátní návrh;2014-06-11;3544
Eva Syková;za ČSSD;A;Praha 4;Zákon o ochraně oznamovatelů jednání - senátní;2013-09-26;3425
Eva Syková;za ČSSD;A;Praha 4;Zákon o ochraně oznamovatelů jednání - senátní;2013-07-17;3375
Eva Syková;za ČSSD;A;Praha 4;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o platu a dalších náležitostech spojených s výkonem funkce představitelů státní moci - senátní návrh;2017-11-24;4202
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o volbách do P ČR;2017-10-12;4198
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o daních z příjmů - senátní návrh;2017-05-12;4119
Libor Michálek;za PirSZKDU;A;Praha 2;Novela ústavy - senátní návrh;2017-02-16;4049
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o státním podniku;2015-11-20;3790
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o státním podniku;2015-10-30;3774
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o regulaci reklamy - senátní návrh;2015-10-12;3758
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o státním podniku;2015-06-30;3730
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o pojištění odpovědnosti za škodu způsobenou provozem vozidla;2015-06-30;3731
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o státním podniku;2015-03-06;3673
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o svobodném přístupu k informacím - senátní návrh;2014-06-02;3538
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o volbách - senátní návrh;2014-05-29;3537
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o ochraně oznamovatelů jednání - senátní;2013-09-26;3425
Libor Michálek;za PirSZKDU;A;Praha 2;Novela zákona o odpadech - senátní;2013-08-14;3396
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o ochraně oznamovatelů jednání - senátní;2013-07-17;3375
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon o volbách- senátní;2013-05-16;3334
Libor Michálek;za PirSZKDU;A;Praha 2;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Hassan Mezian;ČSSD;N;Litoměřice;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Hassan Mezian;ČSSD;N;Litoměřice;Zákon o rozhlasových a televizních poplatcích;2015-02-26;3671
Hassan Mezian;ČSSD;N;Litoměřice;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Hassan Mezian;ČSSD;N;Litoměřice;Novela zákona o místních poplatcích - senátní návrh;2014-06-11;3544
Hassan Mezian;ČSSD;N;Litoměřice;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Jaroslav Kubera;ODS;A;Teplice;Zákon o odpovědnosti za přestupky - senátní návrh;2017-09-08;4182
Jaroslav Kubera;ODS;A;Teplice;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Jaroslav Kubera;ODS;A;Teplice;Zákon o Národním parku Šumava - senátní návrh;2014-03-19;3491
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Zákon o silničním provozu;2018-04-05;4250
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Zákon o odpovědnosti za přestupky - senátní návrh;2017-09-08;4182
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Zákon o odpadech;2014-08-04;3565
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Zákon o Národním parku Šumava - senátní návrh;2014-03-19;3491
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Novela zákona o odpadech;2013-11-27;3434
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Pomoc v hmotné nouzi - veřejná služba;2013-11-27;3433
Jaroslav Zeman;ODS;A;Jablonec nad Nisou;Pomoc v hmotné nouzi - doplatek na bydlení;2013-11-27;3432
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákon o volbách do P ČR;2017-10-12;4198
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákoník práce;2015-12-17;3801
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákoník práce - senátní návrh;2014-12-17;3646
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Jaromír Jermář;ČSSD;N;Mladá Boleslav;Zákon o prodejní době;2013-02-28;3295
Luděk Jeništa;za TOP/STAN;N;Benešov;Zákon o volbách do PČR;2018-03-07;4234
Luděk Jeništa;za TOP/STAN;N;Benešov;Návrh zákona, kterým se mění zákon č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některý zákonů (energetický zákon);2018-02-20;4228
Luděk Jeništa;za TOP/STAN;N;Benešov;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Luděk Jeništa;za TOP/STAN;N;Benešov;Zákon o odpovědnosti způsobenou při výkonu veřejné moci;2016-04-19;3879
Luděk Jeništa;za TOP/STAN;N;Benešov;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Luděk Jeništa;za TOP/STAN;N;Benešov;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Jan Veleba;SPO;N;Chrudim;Zákon o volbách do P ČR;2017-10-12;4198
Jan Veleba;SPO;N;Chrudim;Zákon o silničním provozu - senátní návrh;2016-04-27;3883
Jan Veleba;SPO;N;Chrudim;Zákon o České televizi;2015-07-01;3735
Jan Veleba;SPO;N;Chrudim;Zákon o rozhlasových a televizních poplatcích;2015-02-26;3671
Jan Veleba;SPO;N;Chrudim;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Lubomír Franc;ČSSD;N;Náchod;Zákon o volbách do P ČR;2017-10-12;4198
Lubomír Franc;ČSSD;N;Náchod;Novela zákona o léčivech - senátní návrh;2017-08-15;4180
Lubomír Franc;ČSSD;N;Náchod;Novela zákona o evidenci tržeb - senátní návrh;2017-08-15;4179
Lubomír Franc;ČSSD;N;Náchod;Zákoník práce;2015-12-17;3801
Lubomír Franc;ČSSD;N;Náchod;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Lubomír Franc;ČSSD;N;Náchod;Novela zákona o církvích - senátní návrh;2014-08-26;3571
Lubomír Franc;ČSSD;N;Náchod;Novela zákona o místních poplatcích - senátní návrh;2014-06-11;3544
Radko Martínek;ČSSD;N;Svitavy;Zákon o volbách do PČR;2018-03-07;4234
Radko Martínek;ČSSD;N;Svitavy;Zákon o volbách do P ČR;2017-10-12;4198
Radko Martínek;ČSSD;N;Svitavy;Zákon o elektronických komunikacích;2016-02-09;3825
Radko Martínek;ČSSD;N;Svitavy;Novela zákona o místních poplatcích - senátní návrh;2014-06-11;3544
Radko Martínek;ČSSD;N;Svitavy;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Radko Martínek;ČSSD;N;Svitavy;Zákon o Národním parku Šumava - senátní návrh;2014-03-19;3491
František Bublan;ČSSD;N;Třebíč;Zákoník práce;2015-12-17;3801
František Bublan;ČSSD;N;Třebíč;Novela zákona o církvích - senátní návrh;2014-08-26;3571
František Bublan;ČSSD;N;Třebíč;Novela zákona o místních poplatcích - senátní návrh;2014-06-11;3544
František Bublan;ČSSD;N;Třebíč;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
František Bublan;ČSSD;N;Třebíč;Zákon o volbách- senátní;2013-05-16;3334
František Bublan;ČSSD;N;Třebíč;Zákon o prodejní době;2013-02-28;3295
Jan Hajda;ČSSD;N;Břeclav;Zákon o volbách do P ČR;2017-10-12;4198
Jan Hajda;ČSSD;N;Břeclav;Zákon o silničním provozu - senátní návrh;2016-04-27;3883
Jan Hajda;ČSSD;N;Břeclav;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Jan Hajda;ČSSD;N;Břeclav;Zákoník práce;2015-12-17;3801
Jan Hajda;ČSSD;N;Břeclav;Zákon o Státním pozemkovém úřadu - senátní;2013-03-06;3298
Jan Hajda;ČSSD;N;Břeclav;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o volbách do PČR;2018-03-07;4234
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o volbách do P ČR;2017-10-12;4198
Eliška Wagnerová;za SZ;N;Brno-město;Novela zákona o o Ústavním soudu - senátní návrh;2016-09-27;3967
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o místním referendu - senátní návrh;2016-03-02;3842
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o veřejných kulturních institucích;2016-01-11;3812
Eliška Wagnerová;za SZ;N;Brno-město;Stykový zákon;2015-12-02;3794
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o volbách - senátní návrh;2014-05-29;3537
Eliška Wagnerová;za SZ;N;Brno-město;Novela trestního řádu - senátní;2013-08-07;3395
Eliška Wagnerová;za SZ;N;Brno-město;Novela zákona o JŘ Senátu;2013-06-19;3364
Eliška Wagnerová;za SZ;N;Brno-město;Zákon o volbách- senátní;2013-05-16;3334
Eliška Wagnerová;za SZ;N;Brno-město;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Božena Sekaninová;ČSSD;A;Prostějov;Zákon o volbách do P ČR;2017-10-12;4198
Božena Sekaninová;ČSSD;A;Prostějov;Novela zákona o léčivech - senátní návrh;2017-08-15;4180
Božena Sekaninová;ČSSD;A;Prostějov;Novela zákona o evidenci tržeb - senátní návrh;2017-08-15;4179
Božena Sekaninová;ČSSD;A;Prostějov;Zákon o silničním provozu - senátní návrh;2016-04-27;3883
Božena Sekaninová;ČSSD;A;Prostějov;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Božena Sekaninová;ČSSD;A;Prostějov;Zákoník práce;2015-12-17;3801
Božena Sekaninová;ČSSD;A;Prostějov;Zákon o rozhlasových a televizních poplatcích;2015-02-26;3671
Božena Sekaninová;ČSSD;A;Prostějov;Zákoník práce - senátní návrh;2014-12-17;3646
Božena Sekaninová;ČSSD;A;Prostějov;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Božena Sekaninová;ČSSD;A;Prostějov;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Zdeněk Brož;za KDU+NV;A;Šumperk;Občanský soudní řád - senátní návrh;2016-11-21;3998
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o veřejných kulturních institucích;2016-01-11;3812
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o státním podniku;2015-11-20;3790
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o státním podniku;2015-06-30;3730
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o státním podniku;2015-03-06;3673
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o svobodném přístupu k informacím - senátní návrh;2014-06-02;3538
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o ochraně oznamovatelů jednání - senátní;2013-09-26;3425
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o ochraně oznamovatelů jednání - senátní;2013-07-17;3375
Zdeněk Brož;za KDU+NV;A;Šumperk;Zákon o volbách- senátní;2013-05-16;3334
Vladimír Plaček;ČSSD;N;Opava;Zákon o nelékařských zdravotnických povoláních - senátní návrh;2018-01-09;4214
Vladimír Plaček;ČSSD;N;Opava;Zákon o volbách do P ČR;2017-10-12;4198
Vladimír Plaček;ČSSD;N;Opava;Zákon o sociálních službách - senátní návrh;2017-10-10;4197
Vladimír Plaček;ČSSD;N;Opava;Zákon o poskytování dávek osobám se zdravotním postižením - senátní návrh;2017-10-10;4196
Vladimír Plaček;ČSSD;N;Opava;Zákon o o podmínkách získávání a uznávání způsobilosti k výkonu nelékařských zdravotnických povolání - senátní návrh;2017-10-10;4195
Vladimír Plaček;ČSSD;N;Opava;Novela zákona o evidenci tržeb - senátní návrh;2017-08-15;4179
Vladimír Plaček;ČSSD;N;Opava;Novela zákona o léčivech - senátní návrh;2017-08-15;4180
Vladimír Plaček;ČSSD;N;Opava;Zákon o silničním provozu - senátní návrh;2016-04-27;3883
Vladimír Plaček;ČSSD;N;Opava;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Vladimír Plaček;ČSSD;N;Opava;Zákoník práce;2015-12-17;3801
Vladimír Plaček;ČSSD;N;Opava;Zákon o rozhlasových a televizních poplatcích;2015-02-26;3671
Vladimír Plaček;ČSSD;N;Opava;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Vladimír Plaček;ČSSD;N;Opava;Zákon o provozu na pozemních komunikacích - senátní návrh;2014-01-29;3463
Vladimír Plaček;ČSSD;N;Opava;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Leopold Sulovský;za Ostravak;A;Ostrava-město;Návrh zákona, kterým se mění zákon č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některý zákonů (energetický zákon);2018-02-20;4228
Leopold Sulovský;za Ostravak;A;Ostrava-město;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Leopold Sulovský;za Ostravak;A;Ostrava-město;Zákon o odpovědnosti způsobenou při výkonu veřejné moci;2016-04-19;3879
Leopold Sulovský;za Ostravak;A;Ostrava-město;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Leopold Sulovský;za Ostravak;A;Ostrava-město;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Petr Vícha;ČSSD;A;Karviná;Zákon o volbách do PČR;2018-03-07;4234
Petr Vícha;ČSSD;A;Karviná;Zákon o volbách do P ČR;2017-10-12;4198
Petr Vícha;ČSSD;A;Karviná;Občanský soudní řád - senátní návrh;2016-11-21;3998
Petr Vícha;ČSSD;A;Karviná;Zákoník práce;2015-12-17;3801
Petr Vícha;ČSSD;A;Karviná;Novela exekučního řádu - senátní návrh;2014-08-26;3572
Petr Vícha;ČSSD;A;Karviná;Novela zákona o církvích - senátní návrh;2014-08-26;3571
Petr Vícha;ČSSD;A;Karviná;Zákon o prodejní době v maloobchodě a velkoobchodě - senátní návrh;2014-03-20;3493
Petr Vícha;ČSSD;A;Karviná;Zákon o Národním parku Šumava - senátní návrh;2014-03-19;3491
Petr Vícha;ČSSD;A;Karviná;Zákon o provozu na pozemních komunikacích - senátní návrh;2014-01-29;3463
Petr Vícha;ČSSD;A;Karviná;Zákon o ochraně ovzduší;2013-09-20;3420
Petr Vícha;ČSSD;A;Karviná;Zákon o Státním pozemkovém úřadu - senátní;2013-03-06;3298
Petr Vícha;ČSSD;A;Karviná;Zákon - změna výplaty sociálních dávek;2013-03-05;3299
Petr Vícha;ČSSD;A;Karviná;Zákon o prodejní době;2013-02-28;3295
Jiří Čunek;KDU-ČSL;A;Vsetín;Zákon o volbách do P ČR;2017-10-12;4198
Jiří Čunek;KDU-ČSL;A;Vsetín;Občanský soudní řád - senátní návrh;2016-11-21;3998
Jiří Čunek;KDU-ČSL;A;Vsetín;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Jiří Čunek;KDU-ČSL;A;Vsetín;Zákon o volbách- senátní;2013-05-16;3334
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o silničním provozu;2018-04-05;4250
Patrik Kunčar;KDU-ČSL;A;Zlín;Návrh zákona, kterým se mění zákon č. 458/2000 Sb., o podmínkách podnikání a o výkonu státní správy v energetických odvětvích a o změně některý zákonů (energetický zákon);2018-02-20;4228
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o volbách do P ČR;2017-10-12;4198
Patrik Kunčar;KDU-ČSL;A;Zlín;Občanský soudní řád - senátní návrh;2016-11-21;3998
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o silničním provozu - senátní návrh;2016-04-27;3883
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o dani z přidané hodnoty - senátní návrh;2016-04-26;3882
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o rozpočtových pravidlech územních rozpočtů - senátní návrh;2016-02-04;3818
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o ochraně veřejného zdraví;2016-01-07;3811
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o státním podniku;2015-11-20;3790
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o státním podniku;2015-10-30;3774
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o státním podniku;2015-06-30;3730
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o státním podniku;2015-03-06;3673
Patrik Kunčar;KDU-ČSL;A;Zlín;Zákon o volbách - senátní návrh;2014-05-29;3537
